date,year,month,temperature,wind_speed,heating_intensity,traffic_intensity,renewable_share,energy_demand,local_emission,dispersion_factor,PM10,CO2_emission,smog_risk
2021-01-24,2021,1,-4.327667586150049,3.086666309886809,62.202446302710484,62.61188124867374,10.167932836658208,87.69755194696815,57.77017875730143,1.9055091534817201,75.66740672646404,40.63227710688938,high
2021-01-25,2021,1,-1.8526369322746188,4.131838077102964,55.87125514861054,69.99686327388225,8.608236082601282,82.05623300617228,56.94151175528506,2.8926558718582545,46.06935587905838,36.81495047744951,moderate
2021-01-26,2021,1,-0.05064743043033326,4.223427479346101,57.25364441329222,58.181258745791986,11.387800312021465,85.23770775686474,52.45379928925748,2.7948423730714405,58.65381321517228,38.88507452894463,moderate
2021-01-27,2021,1,-3.9981345074169212,4.347006865837575,61.50157838021754,74.49473912832306,8.366699156385064,95.94269908346168,62.28417002168119,2.8187838440199267,59.447922483915434,39.554859853286885,moderate
2021-01-28,2021,1,0.4224374961982513,3.714843849000903,53.414845342497784,90.86047049537115,7.424624202404119,81.57529208221356,63.17973325492161,2.5107480886453173,60.02883885916048,42.320834323444096,high
2021-01-29,2021,1,-2.6637923562654384,1.6025740704896676,78.45725520399573,59.85240506814148,10.071161983592116,93.25681228369571,67.41353476383028,1.4337269928920013,99.91516513265886,53.16683985280899,high
2021-01-30,2021,1,-1.8918476199422312,4.960117838761315,57.75341344388761,41.38537233306014,10.947868859438364,84.611381729686,47.09805806835073,2.9115045645712105,57.3613967260629,40.314567918235184,moderate
2021-01-31,2021,1,-2.9744007504123844,1.6502055626113268,59.56928065986118,49.16446038101453,6.187230320689434,79.97021365553857,53.143339917954606,1.7863493412621325,69.38147432847501,47.40574725158035,high
2021-02-01,2021,2,4.23745983088308,3.4147949757209584,39.22601597771103,69.4609515099426,7.883960717073095,72.55808301039426,46.26046109130919,2.208234985821008,52.21537017026298,29.604146723047425,moderate
2021-02-02,2021,2,-1.5074949954999373,2.1722984808116514,64.72227326074933,60.176964196226855,5.0,87.63264972266536,60.88141508816646,1.4891539948870387,99.33514197085871,40.4060285347999,high
2021-02-03,2021,2,-4.785255750979244,3.0262376242918885,65.51334599170328,81.21857856230471,5.0,93.14836285267207,68.76017739141378,2.1764291485496168,84.09527484272783,48.414593073816995,high
2021-02-04,2021,2,0.7129440872717177,3.523462090470346,48.022655475249294,93.2004072201726,8.305803353376312,76.6385066897048,60.09725707695311,2.3881212030840078,62.44316195147908,35.2669675075914,high
2021-02-05,2021,2,-5.557195080096217,3.54028120471148,79.46341995842465,71.96131459023907,9.414495960277938,87.14758429681758,72.60115989743463,2.4364469943467983,70.87767506161995,58.45776907732252,high
2021-02-06,2021,2,-1.4054111453698352,3.686616972431371,69.87035189953369,35.95931710264,8.25953215194009,84.52146049797416,54.28470025224785,2.583924585499729,53.30564434405578,43.819818512221694,moderate
2021-02-07,2021,2,-8.04567372512584,5.142371681040274,70.31079578690496,29.51039474946525,5.0,106.18876105352557,53.780655423801065,3.152589544250791,55.99252767552773,47.60495589210942,moderate
2021-02-08,2021,2,-6.28316664309978,3.7757043928131973,55.77559699686451,72.5797598122118,6.19861129610017,104.10395381188793,58.86767889899099,2.5490972279118673,62.39296234302547,42.71062504256478,high
2021-02-09,2021,2,-1.8372145533372048,2.9639517539234377,67.65314590203839,81.03877343316258,5.0,93.98043893803414,70.08811553793186,2.3649104097823814,75.10940839411367,45.19281794379821,high
2021-02-10,2021,2,-0.3387946254051579,4.439244666710895,50.36994795743286,74.75167746495381,11.147274685136395,80.66580050014859,53.88727967675381,2.5478523995623608,60.01280912757613,31.005039398849195,high
2021-02-11,2021,2,-2.1636545122814264,4.735021336512498,66.73414107400572,69.97596159081147,5.0,82.99150830886731,65.61877825488773,2.9696958067766075,64.9578832612275,53.85410904351217,high
2021-02-12,2021,2,-3.145401464515715,1.8597528913418573,47.1026731195946,64.10728348210694,10.600830313920529,93.40305629683407,48.283913105209685,1.8378819110372842,63.139065252166674,29.835392681196524,high
2021-02-13,2021,2,-3.819561471454781,4.074889232828755,71.68968238503142,34.0783636728191,9.57406694381334,95.57853529519015,54.21739071104111,2.444021350219466,72.94863046514152,46.07313176553153,high
2021-02-14,2021,2,-7.466671724125927,4.224437233447358,63.97730387606857,53.34751326324882,5.0,102.42752581907953,58.006877161581656,2.4643443020765847,72.3509436672428,41.97250847959981,high
2021-02-15,2021,2,-5.302521313420884,3.050861032269168,74.10241623608441,79.13771621385585,5.0,85.59523051833713,73.61477122830442,2.108453093936327,89.51695264067396,54.40768949540406,high
2021-02-16,2021,2,-4.633782349877287,5.083571825294857,66.6986404173847,54.54270213309267,7.507888951660745,89.85989824531269,59.065511989635155,2.9341975137406493,64.08057448297501,40.93744380329931,high
2021-02-17,2021,2,-0.18633885794218985,3.2773151325454015,47.83433178968232,85.89838978180684,5.0,84.26150153604291,58.906752086925906,2.4239389725435254,74.01757758706995,32.38640498667606,high
2021-02-18,2021,2,-2.429620955806478,3.6325962367043974,57.817761886101955,75.74071220894001,6.590390739381404,91.78125707592639,61.12511866637364,2.3608576771280947,60.49997274075757,41.401048184845855,high
2021-02-19,2021,2,-8.84926691377063,3.2985981602505268,82.61371494008019,83.99594645145794,5.0,107.30492402330782,80.84749596906241,2.1909869863580305,98.35697126933418,64.65688548725082,high
2021-02-20,2021,2,-2.6844359633695336,3.5492090403623187,62.55824553334571,31.578722515148847,5.0,90.62702673082318,49.46541247697681,2.3279385556407437,47.1346116300764,47.088876471489264,moderate
2021-02-21,2021,2,-4.905318330067857,2.2390567100617673,71.93859966894952,31.341758445845613,5.0,96.44561935884046,55.479705240863154,2.0634175341478387,73.56433442030364,48.59768927978343,high
2021-02-22,2021,2,-5.871035628814091,1.8504340502522576,85.48911374815911,68.51030690232703,6.646494722236946,97.34060567519653,76.55560872711125,1.7421301262574458,110.97480293113207,65.50726522025573,alarm
2021-02-23,2021,2,-2.0922266946079913,5.515638059678926,47.71663384283156,75.02784426895194,5.0,92.03099559923,55.02555749197369,3.1793675700680333,50.759462464839046,32.08941523193376,moderate
2021-02-24,2021,2,-0.9180049452248715,2.6094367859364818,70.23271296281118,87.96360822926964,5.0,87.58393913694927,74.18852630607164,2.027273889569435,82.47643001082095,45.23172263391075,high
2021-02-25,2021,2,-1.2976483089685233,2.4594925694780785,59.07896827260701,77.06078913815132,7.844684295350423,87.1835145799672,61.84249764263982,2.1776060779402098,60.813522107244154,39.69871861971816,high
2021-02-26,2021,2,-6.6863397421236686,1.0882758762861582,64.52557696872414,67.57318723187967,9.21308751951754,97.36810343698517,61.44635117704568,1.322934591523977,117.91197049838544,49.54031577136714,alarm
2021-02-27,2021,2,-5.170213283098822,2.9285713091268737,57.28302420183513,34.73630792334108,5.0,95.78092634802982,47.14167350436222,2.3687547672917653,65.92907660435628,41.12322835163605,high
2021-02-28,2021,2,-3.319343426474356,2.1303930080846847,61.78539543996962,57.300005727191504,5.0,93.72551243243996,57.96550904049728,1.8837316480720994,75.33794674966296,43.88913403729636,high
2021-03-01,2021,3,-1.4537035787789812,5.711081517403608,66.00745984234312,60.35294574249285,7.016813299219937,88.53552481780406,60.870813922746564,3.260369699665141,55.21416283180185,52.546034810958794,moderate
2021-03-02,2021,3,-5.881694673101219,4.974786922989318,68.68384371973278,86.28468554772321,5.0,98.84386037254896,72.59413835952942,3.3650498438858696,54.91621888783558,43.287463401581874,moderate
2021-03-03,2021,3,-5.061590733839008,2.959342996835057,79.7432162765763,67.1561535039349,6.0822809943701275,101.84910892120175,72.60071785868526,2.0253912752642336,93.33055877821677,51.62387525403608,high
2021-03-04,2021,3,-7.8806515047878705,6.50993072372062,63.0922232415572,85.9058207261785,7.020952429824974,102.66325292426626,67.91755376775342,3.5509194255531975,57.43541575509783,37.34530533238808,moderate
2021-03-05,2021,3,-8.203873268530781,5.006771554141342,75.41297158855852,76.78931290059279,7.361312795012246,98.80352858840195,72.582100290015,2.817843935781937,70.31914071432301,54.36966503983299,high
2021-03-06,2021,3,-2.2278408923661406,3.4602549742263293,50.550454675610396,43.63004510557542,5.0,93.31928389317636,45.87831132609816,2.526971285270957,48.87968966189056,36.07881351516829,moderate
2021-03-07,2021,3,-0.643406521875951,0.8719135523324137,59.517571365689626,39.806036281738734,5.0,78.58450265978252,50.368534086306816,1.6021437609807174,73.84534429619967,48.30912399338632,high
2021-03-08,2021,3,-4.971394664486883,6.641221117550035,74.5235857819956,66.59092122653921,5.0,89.53000135817472,69.49715318758587,3.9069768642307103,56.08777040873531,54.36658964504378,moderate
2021-03-09,2021,3,-1.784519930083715,2.245228345056374,56.095205475760864,74.28316692375238,5.470395343427817,89.60518016978452,59.999314078015374,2.0816836509944503,65.92244188788521,37.71957779718954,high
2021-03-10,2021,3,-3.7464697244230627,1.9585916263130314,43.532463458040574,70.77156496217717,6.5827522396656475,94.82421673266364,50.10391047663884,1.7537935803558178,72.54054724781454,29.365150965210034,high
2021-03-11,2021,3,-6.799490346603459,5.180232969746834,73.59031104088061,64.06188591931294,9.60335532001454,92.73362264500764,65.93385235432538,3.0173070412752567,64.03073273267722,50.861885294497014,high
2021-03-12,2021,3,-3.809181951396215,6.900647229159599,68.01686329235861,68.34368589682367,5.0,90.46611288813793,65.88125120392138,3.5095834257897303,49.699525907829525,41.82560237595629,moderate
2021-03-13,2021,3,-0.3049724918110641,5.653579309576039,58.996789269221246,45.7857702971915,5.0,81.64052032088605,52.12293262901083,3.5668127541076844,53.63396268057882,52.58891852925551,moderate
2021-03-14,2021,3,-5.048741850538224,4.688356372312249,77.50811216092279,23.71265905585188,8.497962945629265,92.67385045677612,54.855620248614805,2.9456892606471703,51.6698257968844,55.961586720285105,moderate
2021-03-15,2021,3,-0.26597585360802345,4.744284360833843,47.096510196827666,74.58168114788698,5.923141798049213,89.30313575930239,54.05090622057628,2.823920208603115,49.5259930009575,33.2008449806865,moderate
2021-03-16,2021,3,-12.834241242653938,5.073286161113839,92.52733195023845,60.20278775283193,8.82378292491,115.76785805157493,77.24303916493668,3.228522997793581,70.23083849248798,67.44426343733815,high
2021-03-17,2021,3,-2.5208490738947327,4.97819924116678,70.84218278456063,58.46667596794255,5.877386853179172,89.45025706329989,63.86593131481368,2.8453650189527124,70.16512930630972,53.03058758417731,high
2021-03-18,2021,3,-4.733414163533773,4.4228957662071196,52.6048347367823,53.1265565288929,5.0,91.68370152419966,50.53743736402102,2.830151611616249,56.88888753430541,36.391412110577,moderate
2021-03-19,2021,3,-5.896021955254458,4.22816685918823,72.29726949548797,52.0610750213211,5.0,90.22299995045911,62.964601429529566,2.6653723735316666,62.342744648748116,49.197987576653176,high
2021-03-20,2021,3,-4.724606547227775,4.045346378065406,62.77807772000808,31.44552496887711,5.0,101.49505909781087,49.56168425711224,2.7139401222082076,60.46779589182163,46.98136103529288,high
2021-03-21,2021,3,-10.959928767561369,3.2327012060778317,81.74764053409027,37.9097904236951,6.988470484476512,111.0724127900596,63.259581277437526,2.283544451553215,82.80749112213692,59.35933852045525,high
2021-03-22,2021,3,-5.650015798388738,3.817312148085778,71.90645136427854,89.53259137526568,8.57329035686419,92.89668923608953,74.21761970753516,2.3092856755676276,85.62876247784097,46.40363294841917,high
2021-03-23,2021,3,-3.9098873393315317,2.1388955995717005,60.876889835420414,64.74120324104796,10.563732212603501,96.19974963465384,57.47572003171848,1.8668946957291859,77.41851015768174,46.05194371573262,high
2021-03-24,2021,3,-0.5342175430733169,4.0684109329814655,50.9298792243904,71.77750106268032,7.556066265888165,84.82416049188816,54.826317048142194,2.7846939944738907,50.362326403648254,35.59278443064065,moderate
2021-03-25,2021,3,-6.505838608587091,3.015732303680914,71.53781586137193,74.00481386506328,8.529325771133168,96.87729741457989,68.56306856565398,2.201910460594268,85.1646381272587,52.307976459532874,high
2021-03-26,2021,3,-7.356095691406987,2.8930014078521165,64.69227171761504,71.3106518621585,5.0,102.35946816254338,64.75870476820526,2.273467831379209,76.26067459566256,51.586887338930964,high
2021-03-27,2021,3,-6.4119376437687965,4.448087811337795,62.34324307834051,44.225565392740066,5.0,94.39877156672772,53.752055888380355,2.62240570168401,70.09798013106304,44.34498759341472,high
2021-03-28,2021,3,-2.1329835879420145,5.917158683162231,65.76744523350706,33.04706236400755,7.650913046379129,86.9737812959219,50.87240035831163,3.3629243542744147,40.48618660629591,46.76793542987719,moderate
2021-03-29,2021,3,-3.861939979748783,5.362907535654493,55.464497668102716,84.50927548279212,6.379547832778338,93.10357327644506,62.759373378493756,3.0514864459985107,66.4809807552957,41.64870828871233,high
2021-03-30,2021,3,-6.402966412326224,2.3901249129434796,76.33791603808926,88.07196643637886,5.477594955501755,95.58927014269162,77.97991594751483,2.0680970911930983,96.55587769018459,51.61519521561586,high
2021-03-31,2021,3,-3.2358753439192443,3.100592173529299,66.79041870262972,53.17341305877314,6.349049739182876,94.46435180795996,59.16739434464762,2.2449606037510192,71.03691569399794,47.13449580876486,high
2021-04-01,2021,4,-4.44294745002376,5.430109957680254,52.300914794734624,59.7597140911362,6.19107303231805,103.11981690844357,52.125511683932054,3.275555034522594,54.15083135525085,36.63234392649653,moderate
2021-04-02,2021,4,-1.783270490470378,3.134852685470393,54.03765900749071,67.20189657622994,9.11044602783648,84.15170441599912,54.54544144402303,2.417097638111837,57.505022271936646,32.14878703496622,moderate
2021-04-03,2021,4,-6.746926343850142,4.0565414849186165,81.42019108400433,35.35462205089809,9.184317535935795,90.5176114749501,61.16429903124603,2.726359380235655,69.73890010289577,65.74353169973087,high
2021-04-04,2021,4,-5.571865691651563,4.998034538518785,61.080339980011466,50.05965553455865,6.975261680472492,86.24940368425213,54.08423266789036,3.0401815805515606,41.122332695854794,36.693450370802736,moderate
2021-04-05,2021,4,-5.709881865864081,3.1874329586420025,65.55947056618508,62.71727797593387,7.926110778965777,95.80939939742608,60.99795330906256,2.12524134468009,73.72479474041572,40.01413192040729,high
2021-04-06,2021,4,-8.865362763499224,4.4869713265791065,80.85989405476323,91.65056067806603,6.979839391355272,100.18797512906738,81.49569964680933,2.7943706140316076,77.80178437905798,62.4119071482091,high
2021-04-07,2021,4,-3.524317364348114,2.7703613883761555,70.07791748513105,81.90548594343596,5.0,92.79280070690126,71.96756644553777,2.0281809950480874,81.58567342271932,52.91150311703446,high
2021-04-08,2021,4,-3.563990832586043,3.659815758833496,61.89766599310914,72.12574030632214,7.813730150467995,92.5037681918198,61.9613134350231,2.4123167100277643,67.535208610566,38.41252514967475,high
2021-04-09,2021,4,-4.2629323253753615,4.775050846339839,60.87724925590528,80.26986263319732,5.0,85.36236688275531,65.4146639379575,2.8538402159233978,65.81399731990706,45.58709300233573,high
2021-04-10,2021,4,-4.909808146000543,2.4891633629963845,78.65347925858943,56.059004243573085,8.823302368658398,85.72715877379417,66.77492693743743,1.8486765089812174,94.87170569954421,60.449860039602115,high
2021-04-11,2021,4,-8.376612429101602,4.938353772465322,89.85272838313463,39.36052511941757,5.0,103.90821354575401,69.93045724083366,2.6817407206160304,76.23235879065223,64.76849405696304,high
2021-04-12,2021,4,-5.313591420895692,4.3948292224286964,76.1148429584936,61.83782755458035,6.647696983217853,96.36704529957031,68.12642392467592,2.6577102317223136,67.19744193908957,64.1575753275596,high
2021-04-13,2021,4,-4.997679407804313,5.089572719743308,68.17674366003097,70.78143062969647,5.0,92.86580470533673,66.8383840994139,3.0648360056859474,64.2223773140582,41.73631050155108,high
2021-04-14,2021,4,-6.2909975612964875,4.703049200765452,64.26136813011381,78.61636124497944,7.5900288211969205,89.55447670919077,65.87010275077817,2.678993123492057,70.08567983027477,47.176305502423304,high
2021-04-15,2021,4,-4.2794275708249465,6.078663191777064,59.055013674609846,71.39060398653417,5.90191562569384,95.77169696963983,60.716608252221135,3.43381761218157,58.08970830503142,46.00641578799447,moderate
2021-04-16,2021,4,-2.491623587070967,4.598879309659771,65.40917180980348,54.23003517809003,5.0,95.84106961867586,59.24647398870377,3.124591987510553,58.33072652334211,50.1222544637736,moderate
2021-04-17,2021,4,2.049747584311227,3.9398092334269577,53.2228168063314,36.97175556049157,7.421423793621801,80.88046751560992,44.19530466315765,2.7293821766586195,45.96709678264147,35.38897780135506,moderate
2021-04-18,2021,4,-2.986967023235398,4.607907686397372,73.68020630165992,44.26027136405622,5.0,86.33395799829256,61.133229073498626,3.0896943009270283,51.98623914358955,51.59838879820035,moderate
2021-04-19,2021,4,-2.6368250845868695,5.11873014710215,66.79566345175628,69.2433439567417,8.968876615144138,90.02377601394687,63.616357151686316,3.1061612403807692,54.235497673574116,47.38888996559417,moderate
2021-04-20,2021,4,-3.528505246608136,4.530591789798259,51.7966207024418,89.72542176789808,6.416337483445192,84.9321411378695,62.18434920780116,2.9873631893672705,56.23283727530885,38.902314731717034,moderate
2021-04-21,2021,4,-8.95411874422746,4.525420754572798,85.80087780235199,56.14012057601002,7.6880920408888365,108.98886480649438,71.95997135473232,2.701573592258951,75.36811625651775,62.91650607644903,high
2021-04-22,2021,4,-3.1669624939613894,3.6386341382228733,54.93292121638817,75.05589241835875,5.0,91.37653915936275,59.725961137077874,2.358802615235852,68.77878228563229,42.859922475464685,high
2021-04-23,2021,4,-2.793356886566615,3.689417641569892,58.911622040797724,84.8911310832829,5.0,81.30460059168038,65.75445020566752,2.064896025707336,83.216243848957,37.60823670233135,high
2021-04-24,2021,4,4.532007697826888,2.8052069879672663,45.67158240544634,67.71449745422797,5.409318558672604,72.52621126256244,50.95240932111724,2.300004616293251,53.32373028259887,30.637943608253913,moderate
2021-04-25,2021,4,-3.3155516024317015,6.590818952165256,79.25421892435097,40.95602576816039,9.454716850654055,93.6107210765209,61.595228736889936,3.8673761778390854,49.28456057116803,50.95324203944118,moderate
2021-04-26,2021,4,-1.7116910310952815,3.001242611751227,84.15857602578109,74.914294527202,12.018520381669703,86.100482163532,75.51474332952705,2.1175204578984004,86.01141445951414,55.5652207241564,high
2021-04-27,2021,4,-2.595483190197056,3.6645012223071443,66.3424924485821,75.69760357198646,5.0,88.33058441123266,67.36678134177363,2.427707732963272,68.88740981672345,51.3177529036938,high
2021-04-28,2021,4,-5.869584325707902,3.6355644130503095,68.20838786450665,71.9548173155329,10.427585923265287,90.79107448132103,64.82722450689646,2.3411464481664797,70.8065133245354,46.37443361964826,high
2021-04-29,2021,4,1.195490520937807,5.572784269192855,56.287318885499886,69.01154798760695,5.0,84.20262578934512,58.490799071237355,3.286511740398766,40.47835457340699,50.142925816723995,moderate
2021-04-30,2021,4,0.1561293963175725,4.145713139019403,61.71091991619676,74.35975389500047,5.0,80.41416932800564,63.88801180877806,2.827025137403247,55.2697117475226,44.556815405906434,moderate
2021-05-01,2021,5,0.40943078877047867,5.997276596812766,51.41108202361627,19.677539147803145,5.0,72.31702537967978,38.05434201708168,3.1374948426429503,42.09555778501421,36.29707904003114,moderate
2021-05-02,2021,5,-4.5531666399520425,3.691686238889465,80.74460744717868,51.820694900626314,5.0,92.16067975454251,68.37123805588536,2.5380902751521237,68.76274572569946,58.48318726314488,high
2021-05-03,2021,5,2.524654473257349,4.834112415699598,50.528929890387836,71.26177903661967,5.0,83.3515087366856,55.53542709156898,2.8921442005219675,49.385334244153384,32.84546264635113,moderate
2021-05-04,2021,5,-5.7454326557581386,3.4959031094658415,73.3455263521265,67.77525103221734,9.122430513595646,94.70530460966816,67.29083625904025,2.4153704025813396,77.96062080986444,50.21658305778667,high
2021-05-05,2021,5,0.36707135678104663,7.071054694626154,59.40971562448307,90.46862195719558,7.363213636299946,91.8823679406993,66.96688670459747,3.8972709781016053,51.42088164101097,45.386832008658914,moderate
2021-05-06,2021,5,5.3267336707459325,3.06987024979584,45.05585870805081,63.250659812094476,9.26768852057866,74.42602566710154,47.2535792602057,2.1997177341024132,46.33491509865897,29.61393244325987,moderate
2021-05-07,2021,5,-4.064932401387411,4.86444281892348,71.87385500722542,65.9692401093497,10.326981870035084,94.63664209445413,65.16009795145312,2.930239099558525,67.30215475352205,45.568061400867634,high
2021-05-08,2021,5,-2.6385086077156554,5.2504175310196395,56.65824602691375,64.91553302204734,9.180504797094818,89.16272760738642,55.41706931651784,3.06808573727466,58.47434406830116,34.20309363972336,moderate
2021-05-09,2021,5,-0.48460063715685325,4.98323001293198,51.74508756132389,36.679386951501435,10.486993918101307,84.72469036292362,41.752945084740446,3.1388394354410343,36.71750786956255,31.764511145278895,moderate
2021-05-10,2021,5,-2.1356145730307268,4.26067119469526,51.53780256880326,64.4988471706346,8.437080132371417,87.38123388507009,52.27748211987709,2.7670824718972287,49.89211944145005,34.73026559806025,moderate
2021-05-11,2021,5,-5.116551274488808,4.323137385265634,71.30738803118383,68.5297457656915,5.21855235067409,93.74506584346274,67.98686468045818,2.7623424847668576,74.17002615512637,55.64561098995588,high
2021-05-12,2021,5,-0.09603351696343052,4.526963594344905,61.47157582050549,78.4073448212955,12.088673841311127,86.86560954765528,61.95919174219198,2.62014267957412,60.16946244202146,34.697390379257804,high
2021-05-13,2021,5,-3.3236313847074745,4.293018135514048,66.97126139098378,72.07802507353314,7.2853967320489845,86.63283289740362,65.48020015045401,2.6604202927236464,55.131310880524964,45.30644256565832,moderate
2021-05-14,2021,5,1.4511740104599338,5.620670766102443,64.76800444063046,57.07374652847737,6.385208369174713,75.42794803336686,59.201670405248265,3.3830686804918537,41.532745267602536,45.960639223625805,moderate
2021-05-15,2021,5,-2.558693778194821,7.110804896853214,61.35196629485468,39.6783143687281,8.799228809675629,84.01315105765171,49.80653515635634,3.849976444709874,41.65839875884707,34.27953724578546,moderate
2021-05-16,2021,5,5.020579457041182,3.7829165325266962,47.798484602137144,38.92645566787789,6.737214110434264,83.18299793289516,41.66152812545099,2.6120963334490495,37.44991174051189,29.145863264520102,moderate
2021-05-17,2021,5,-1.8058219354683067,2.8014422473513294,50.78094782955625,69.22778954776955,8.367657138648706,90.62452276638318,53.47189671853898,2.385553668989677,58.325289649842624,31.182328143898083,moderate
2021-05-18,2021,5,-0.24717183700362988,4.332138267459438,52.52113197271387,74.25843658629829,10.798005691034898,86.06623904980871,55.27008602650271,2.8886462173650975,53.00654233526465,30.807964638615953,moderate
2021-05-19,2021,5,3.336500325883756,7.526172700130852,52.22305124581683,74.18205755887972,10.958315779217337,71.37212593158858,54.977461354741045,4.024442830707302,47.98639963847304,34.45568872484055,moderate
2021-05-20,2021,5,-2.6178995512215915,3.458132888454581,68.33756576399914,52.23988245951598,7.368754299123341,92.87609051606165,59.38743717282453,2.3066047798524734,66.18233961301482,46.9265587354305,high
2021-05-21,2021,5,1.9375737224229272,6.3810818816185115,47.80433011262923,80.63940987560856,8.74954547999588,79.15448107840292,55.35931256367385,3.16940031323902,53.454689371152895,29.257330434069836,moderate
2021-05-22,2021,5,5.358825012013074,6.418562996334876,41.03014345510278,47.52568845996623,13.587496305282222,73.28142967922997,37.18921086942799,3.5421674601630224,41.61518479401563,25.690709944896515,moderate
2021-05-23,2021,5,-3.20120180456861,3.7317800065073756,50.86001453797505,58.84532047593906,12.006906935797717,86.15954239073318,48.25176349515348,2.4438101282304228,63.75333270631081,39.03385630616743,high
2021-05-24,2021,5,2.3605944649917388,5.06921577831197,46.24228023106778,74.44198327290673,16.897439192541313,79.60803646410606,48.508328659067814,3.0862412404840947,46.20301227024045,32.79001664399719,moderate
